operation,type,manufacturer,engine_type,engines,year_manufacturing,seating,fatalities
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1973.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1978.0,8.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1980.0,4.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1980.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1997.0,156.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1985.0,6.0,0
OPERADOR PARTICULAR,ANFÍBIO,LAKE AIRCRAFT,PISTÃO,MONOMOTOR,1980.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1972.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010.0,184.0,0
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,1980.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,1980.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2006.0,194.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2002.0,152.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2002.0,152.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2000.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2000.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010.0,141.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010.0,141.0,0
OPERADOR DE AERONAVE,AVIÃO,AIR TRACTOR,PISTÃO,MONOMOTOR,1994.0,1.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2001.0,54.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2001.0,54.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,0.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1983.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1983.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1983.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1983.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1983.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1983.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1950.0,4.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2009.0,17.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2009.0,17.0,0
OPERADOR PARTICULAR,ULTRALEVE,HENRIQUE HAMILTON CERQUEIRA SANTOS,PISTÃO,MONOMOTOR,2009.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2010.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1994.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1992.0,6.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1969.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,HAWKER BEECHCRAFT,JATO,BIMOTOR,2008.0,8.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003.0,14.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003.0,14.0,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1978.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1978.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1978.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1999.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1998.0,71.0,0
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1992.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1992.0,6.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,MONOMOTOR,1998.0,6.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,MONOMOTOR,1998.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1992.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1992.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,RAYTHEON AIRCRAFT,JATO,BIMOTOR,2008.0,8.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,2009.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2006.0,92.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1966.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,***,PISTÃO,MONOMOTOR,2002.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,***,PISTÃO,MONOMOTOR,2002.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1971.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2007.0,,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1977.0,5.0,0
OPERADOR PARTICULAR,ULTRALEVE,***,PISTÃO,MONOMOTOR,2008.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1973.0,6.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1980.0,4.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1980.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,BIMOTOR,1981.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1993.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1993.0,11.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1999.0,7.0,0
OPERADOR PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,2009.0,4.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003.0,14.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003.0,14.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003.0,14.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1999.0,156.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2006.0,17.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,TURBOEIXO,BIMOTOR,2007.0,187.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,TURBOEIXO,BIMOTOR,2007.0,187.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,TURBOEIXO,BIMOTOR,2007.0,187.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2008.0,197.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2000.0,154.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2000.0,154.0,0
OPERADOR PARTICULAR,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2006.0,8.0,0
OPERADOR PARTICULAR,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2006.0,8.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1975.0,21.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1975.0,21.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1975.0,21.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2004.0,14.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2004.0,14.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1979.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2006.0,92.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2006.0,92.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1984.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1984.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,TWIN COMMANDER,TURBOÉLICE,BIMOTOR,1978.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,TWIN COMMANDER,TURBOÉLICE,BIMOTOR,1978.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2001.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2001.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2001.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2001.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2006.0,194.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2006.0,194.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1979.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1990.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1988.0,156.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1988.0,156.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1988.0,156.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2008.0,22.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1998.0,156.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1980.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1981.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1981.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1981.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,1997.0,54.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1997.0,6.0,0
ÓRGÃO PÚBLICO,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1984.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2000.0,50.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,***,SEM TRAÇÃO,0.0,0.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1981.0,14.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,1988.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2001.0,188.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1989.0,156.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1998.0,153.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1998.0,153.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,1999.0,,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2008.0,4.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009.0,14.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009.0,14.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,2010.0,11.0,0
OPERADOR PARTICULAR,AVIÃO,LEARJET,JATO,BIMOTOR,1999.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,BIMOTOR,1979.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2008.0,10.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2005.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,125.0,0
OPERADOR PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,2007.0,4.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,2.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,2.0,0
OPERADOR PARTICULAR,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,2009.0,6.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,1998.0,7.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,1998.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,AIR TRACTOR,TURBOÉLICE,MONOMOTOR,2008.0,1.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2003.0,13.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996.0,52.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996.0,52.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996.0,52.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996.0,52.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996.0,52.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996.0,52.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996.0,52.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996.0,52.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996.0,52.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1971.0,1.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1981.0,6.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1978.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,2005.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,RAYTHEON AIRCRAFT,JATO,BIMOTOR,2006.0,8.0,0
OPERADOR DE AERONAVE,AVIÃO,RAYTHEON AIRCRAFT,JATO,BIMOTOR,2006.0,8.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1985.0,6.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,MONOMOTOR,2001.0,5.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,MONOMOTOR,2001.0,5.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1998.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1993.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2010.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2010.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2010.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2010.0,73.0,0
OPERADOR PARTICULAR,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,2009.0,7.0,0
OPERADOR PARTICULAR,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,2009.0,7.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,MONOMOTOR,2008.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1992.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1976.0,4.0,1
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009.0,22.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009.0,22.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009.0,22.0,0
OPERADOR PARTICULAR,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,MONOMOTOR,2010.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,1980.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,1980.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,1980.0,10.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1979.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2008.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2008.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1988.0,156.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,0.0,5.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1980.0,21.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1980.0,21.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1982.0,4.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2006.0,14.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011.0,125.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011.0,125.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,6.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1977.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1997.0,156.0,0
OPERADOR PARTICULAR,AVIÃO,HAWKER BEECHCRAFT,PISTÃO,BIMOTOR,2010.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1979.0,7.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1980.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1936.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,JATO,BIMOTOR,2009.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,1990.0,8.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2009.0,21.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2009.0,21.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2009.0,21.0,0
OPERADOR PARTICULAR,AVIÃO,PILATUS,TURBOÉLICE,MONOMOTOR,2009.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010.0,141.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010.0,141.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010.0,141.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1979.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1980.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,2000.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1983.0,6.0,0
